id,period,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,firm,firm_type,payment instrument,access point,sending network coverage,speed actual,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,note1,note2,receiving network coverage,receiving method,cash pickup location,date,corridor
620163008,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,BWA,Botswana,Sub-Saharan Africa,Upper middle income,IBRD,..,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,0.6548,5.39,24.08,3410,500,ZAR,256,0.6548,5.39,12.9,0.69211,yes,,,Medium,Bank account,,11/May/2016,ZAFBWA
620163888,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,Medium,Next day,1370,200,ZAR,0,0.0614,6.52,6.52,3410,500,ZAR,0,0.0614,6.52,6.52,0.06568,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163890,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,0.393,6.26,17.52,3410,500,ZAR,231.28,0.393,6.26,13.05,0.41926,yes,,,High,Cash,Agent,11/May/2016,ZAFCHN
620163893,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,0.3791,9.58,20.66,3410,500,ZAR,244.88,0.3791,9.58,16.76,0.41926,yes,,,High,Cash,Agent,11/May/2016,ZAFCHN
620163891,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,0.405399,3.31,21.99,3410,500,ZAR,256,0.405399,3.31,10.81,0.41926,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163887,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,ABSA,Bank,Bank account transfer,Internet,High,3-5 days,1370,200,ZAR,202,0.3836,8.51,23.25,3410,500,ZAR,202,0.3836,8.51,14.43,0.41926,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163889,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,255,0.3937,6.1,24.71,3410,500,ZAR,255,0.3937,6.1,13.57,0.41926,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163886,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,0.3836,8.51,26.02,3410,500,ZAR,240,0.3836,8.51,15.54,0.41926,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163892,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,CHN,China,East Asia & Pacific,Upper middle income,IBRD,G20,Standard Bank,Bank,Bank account transfer,"Bank branch,Call Center",High,2 days,1370,200,ZAR,260,0.3791,9.58,28.56,3410,500,ZAR,260,0.3791,9.58,17.2,0.41926,yes,,,High,Bank account,,11/May/2016,ZAFCHN
620163686,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,IND,India,South Asia,Lower middle income,IBRD,G20,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,High,Next day,1370,200,ZAR,0,4.2863,2.01,2.01,3410,500,ZAR,0,4.3082,1.51,1.51,4.37414,yes,,,Medium,Bank account,,11/May/2016,ZAFIND
620163750,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,IND,India,South Asia,Lower middle income,IBRD,G20,Hello-Paisa,Money Transfer Operator,Cash,Agent,High,Same day,1370,200,ZAR,68.5,4.03,7.87,12.87,3410,500,ZAR,170.5,4.03,7.87,12.87,4.37414,yes,,,High,"Cash, Mobile wallet",,11/May/2016,ZAFIND
620163687,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,IND,India,South Asia,Lower middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,4.2793,2.17,13.42,3410,500,ZAR,231.28,4.2793,2.17,8.95,4.37414,yes,,,High,Cash,Agent,11/May/2016,ZAFIND
620163689,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,IND,India,South Asia,Lower middle income,IBRD,G20,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,4.2227,3.46,14.54,3410,500,ZAR,244.88,4.2227,3.46,10.64,4.37414,yes,,,High,Cash,Agent,11/May/2016,ZAFIND
620163688,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,IND,India,South Asia,Lower middle income,IBRD,G20,State Bank of India,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,164,4.19918,4,15.97,3410,500,ZAR,164,4.19918,4,8.81,4.37414,yes,,,Medium,Bank account,,11/May/2016,ZAFIND
620163691,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,Medium,Next day,1370,200,ZAR,0,6.4783,1.8,1.8,3410,500,ZAR,0,6.4783,1.8,1.8,6.59734,yes,,,High,Bank account,,11/May/2016,ZAFKEN
620163752,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,Hello-Paisa,Money Transfer Operator,Cash,Agent,High,Same day,1370,200,ZAR,68.5,6.373,3.4,8.4,3410,500,ZAR,170.5,6.373,3.4,8.4,6.59734,yes,,,High,"Cash, Mobile wallet",,11/May/2016,ZAFKEN
620163692,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,6.2965,4.56,15.81,3410,500,ZAR,231.28,6.2965,4.56,11.34,6.59734,yes,,,High,Cash,Agent,11/May/2016,ZAFKEN
620163751,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,6.4421,2.35,17.1,3410,500,ZAR,202,6.4421,2.35,8.28,6.59734,yes,,,High,Bank account,,11/May/2016,ZAFKEN
620163690,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,6.4421,2.35,19.87,3410,500,ZAR,240,6.4421,2.35,9.39,6.59734,yes,,,High,Bank account,,11/May/2016,ZAFKEN
620163693,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,KEN,Kenya,Sub-Saharan Africa,Low income,IDA,..,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,5.7,13.6,24.68,3410,500,ZAR,244.88,5.7,13.6,20.78,6.59734,yes,,,High,Cash,Agent,11/May/2016,ZAFKEN
620163017,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,High,2 days,1370,200,ZAR,151.75,1,0,11.08,3410,500,ZAR,244.88,1,0,7.18,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,High,Cash,Agent,11/May/2016,ZAFLSO
620163016,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,1,0,11.25,3410,500,ZAR,231.28,1,0,6.78,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,High,Cash,Agent,11/May/2016,ZAFLSO
620163753,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,1,0,14.74,3410,500,ZAR,202,1,0,5.92,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFLSO
620163012,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,1,0,17.52,3410,500,ZAR,240,1,0,7.04,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFLSO
620163013,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,255,1,0,18.61,3410,500,ZAR,255,1,0,7.48,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFLSO
620163014,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,1,0,18.69,3410,500,ZAR,256,1,0,7.51,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFLSO
620163015,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,IDA,..,Standard Bank,Bank,Bank account transfer,"Bank branch,Call Center",High,2 days,1370,200,ZAR,260,1,0,18.98,3410,500,ZAR,260,1,0,7.62,1,yes,"In this corridor all RSPs send and payout in ZAR. The LSL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFLSO
620163713,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,Medium,Next day,1370,200,ZAR,0,44.1894,1.91,1.91,3410,500,ZAR,0,44.1894,1.91,1.91,45.0512,yes,,,Low,Bank account,,11/May/2016,ZAFMWI
620163437,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,Mukuru,Money Transfer Operator,Bank account transfer,"Agent,Call Center",High,Same day,1370,200,ZAR,0,41.3138,8.3,8.3,3410,500,ZAR,0,41.31818,8.29,8.29,45.0512,yes,,,Low,Bank account,,11/May/2016,ZAFMWI
620163438,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,Mukuru,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,0,41.3138,8.3,8.3,3410,500,ZAR,0,41.31818,8.29,8.29,45.0512,yes,,,High,Cash,Agent,11/May/2016,ZAFMWI
620163049,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,43.6967,3.01,14.08,3410,500,ZAR,244.88,43.6967,3.01,10.19,45.0512,yes,,,High,Cash,Agent,11/May/2016,ZAFMWI
620163755,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,42.8962,4.78,19.53,3410,500,ZAR,202,42.8962,4.78,10.71,45.0512,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Low,Bank account,,11/May/2016,ZAFMWI
620163046,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,14.7035,3,21.69,3410,500,ZAR,256,14.7035,3,10.51,15.159,yes,This RSP sends ZAR and pays out USD in this corridor. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Low,Bank account,,11/May/2016,ZAFMWI
620163048,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,40.1221,10.94,22.2,3410,500,ZAR,231.28,40.1221,10.94,17.72,45.0512,yes,,,High,Cash,Agent,11/May/2016,ZAFMWI
620163044,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,42.8962,4.78,22.3,3410,500,ZAR,240,42.8962,4.78,11.82,45.0512,yes,,,Low,Bank account,,11/May/2016,ZAFMWI
620163047,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,Standard Bank,Bank,Bank account transfer,"Bank branch,Call Center",High,2 days,1370,200,ZAR,260,43.1128,4.3,23.28,3410,500,ZAR,260,43.1128,4.3,11.93,45.0512,yes,,,Low,Bank account,,11/May/2016,ZAFMWI
620163045,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MWI,Malawi,Sub-Saharan Africa,Low income,IDA,..,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,255,40.1473,10.89,29.5,3410,500,ZAR,255,40.1473,10.89,18.36,45.0512,yes,,,Low,Bank account,,11/May/2016,ZAFMWI
620163712,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,Medium,Next day,1370,200,ZAR,0,3.3244,6.66,6.66,3410,500,ZAR,0,3.3601,5.66,5.66,3.56156,yes,,,Low,Bank account,,11/May/2016,ZAFMOZ
620163512,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Call Center,Internet",High,3-5 days,1370,200,ZAR,70,3.43,3.69,8.8,3410,500,ZAR,,,,,3.56156,yes,,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,Low,Bank account,,11/May/2016,ZAFMOZ
620163023,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,14.9688,1.25,12.33,3410,500,ZAR,244.88,14.9688,1.25,8.44,15.159,yes,This RSP sends ZAR and pays out USD in this corridor. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,High,Cash,Agent,11/May/2016,ZAFMOZ
620163022,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,3.43,3.69,14.95,3410,500,ZAR,231.28,3.43,3.69,10.48,3.56156,yes,,,High,Cash,Agent,11/May/2016,ZAFMOZ
620163020,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,14.7035,3,21.69,3410,500,ZAR,256,14.7035,3,10.51,15.159,yes,This RSP sends ZAR and pays out USD in this corridor. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Low,Bank account,,11/May/2016,ZAFMOZ
620163019,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,255,3.43,3.69,22.31,3410,500,ZAR,255,3.43,3.69,11.17,3.56156,yes,,,Low,Bank account,,11/May/2016,ZAFMOZ
620163754,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,3.2784,7.95,22.69,3410,500,ZAR,202,3.2784,7.95,13.87,3.56156,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Low,Bank account,,11/May/2016,ZAFMOZ
620163018,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,3.2784,7.95,25.47,3410,500,ZAR,240,3.2784,7.95,14.99,3.56156,yes,,,Low,Bank account,,11/May/2016,ZAFMOZ
620163021,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,MOZ,Mozambique,Sub-Saharan Africa,Low income,IDA,..,Standard Bank,Bank,Bank account transfer,"Bank branch,Call Center",High,2 days,1370,200,ZAR,260,3.2801,7.9,26.88,3410,500,ZAR,260,3.2801,7.9,15.53,3.56156,yes,,,Low,Bank account,,11/May/2016,ZAFMOZ
620163896,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,exchange4free.com,Money Transfer Operator,Bank account transfer,Internet,Medium,Next day,1370,200,ZAR,0,1,0,0,3410,500,ZAR,0,1,0,0,1,yes,The information provided on exchange rate by this provider did not seem to be comparable to the reference rate used for this currency and is not published here. This may be due to the presence of a parallel market for foreign currency in the receiving country. Remittance recipients may incur an additional cost (not shown here) if and when converting the amount received to the local currency,This service is available only for transfers up to ZAR 3000. ,Low,Bank account,,11/May/2016,ZAFNGA
620163898,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,Hello-Paisa,Money Transfer Operator,Cash,Agent,High,Same day,1370,200,ZAR,68.5,1,0,5,3410,500,ZAR,170.5,1,0,5,1,yes,The information provided on exchange rate by this provider did not seem to be comparable to the reference rate used for this currency and is not published here. This may be due to the presence of a parallel market for foreign currency in the receiving country. Remittance recipients may incur an additional cost (not shown here) if and when converting the amount received to the local currency,,High,Cash,Agent,11/May/2016,ZAFNGA
620163899,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,11.9322,8.63,19.88,3410,500,ZAR,231.28,11.9322,8.63,15.41,13.0588,yes,,,High,Cash,Agent,11/May/2016,ZAFNGA
620163900,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,Nedbank,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,256,14.7035,3,21.69,3410,500,ZAR,256,14.7035,3,10.51,15.159,yes,This RSP sends ZAR and pays out USD in this corridor. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,,Low,Bank account,,11/May/2016,ZAFNGA
620163895,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,11.7258,10.21,24.95,3410,500,ZAR,202,11.7258,10.21,16.13,13.0588,yes,,,Low,Bank account,,11/May/2016,ZAFNGA
620163902,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,11.0575,15.33,26.4,3410,500,ZAR,244.88,11.0575,15.33,22.51,13.0588,yes,,,High,Cash,Agent,11/May/2016,ZAFNGA
620163897,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,First National Bank of South Africa,Money Transfer Operator,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,255,11.9377,8.59,27.2,3410,500,ZAR,255,11.9377,8.59,16.06,13.0588,yes,,,Low,Bank account,,11/May/2016,ZAFNGA
620163894,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,11.7258,10.21,27.73,3410,500,ZAR,240,11.7258,10.21,17.25,13.0588,yes,,,Low,Bank account,,11/May/2016,ZAFNGA
620163901,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Blend,..,Standard Bank,Bank,Bank account transfer,"Bank branch,Call Center",High,2 days,1370,200,ZAR,260,11.0407,15.45,34.43,3410,500,ZAR,260,11.0407,15.45,23.08,13.0588,yes,,,Low,Bank account,,11/May/2016,ZAFNGA
620163029,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,"Cash,Debit/credit card","Agent,Call Center",High,Less than one hour,1370,200,ZAR,151.75,1,0,11.08,3410,500,ZAR,244.88,1,0,7.18,1,yes,"In this corridor all RSPs send and payout in ZAR. The SZL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFSWZ
620163028,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,High,Less than one hour,1370,200,ZAR,154.19,1,0,11.25,3410,500,ZAR,231.28,1,0,6.78,1,yes,"In this corridor all RSPs send and payout in ZAR. The SZL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,High,Cash,Agent,11/May/2016,ZAFSWZ
620163756,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,IBRD,..,ABSA,Bank,Bank account transfer,Internet,Medium,3-5 days,1370,200,ZAR,202,1,0,14.74,3410,500,ZAR,202,1,0,5.92,1,yes,"In this corridor all RSPs send and payout in ZAR. The SZL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Low,Bank account,,11/May/2016,ZAFSWZ
620163024,2016_2Q,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,IBRD,G20,SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,IBRD,..,ABSA,Bank,Bank account transfer,"Bank branch,Call Center",High,3-5 days,1370,200,ZAR,240,1,0,17.52,3410,500,ZAR,240,1,0,7.04,1,yes,"In this corridor all RSPs send and payout in ZAR. The SZL is officially pegged to the ZAR. At the point of collection, the money may need to be converted into the local currency. Remittance recipients may incur an additional cost (not shown here) if and when converting the ZAR to the local currency.",,Low,Bank account,,11/May/2016,ZAFSWZ
